STATE,CITY,TIMEZONE,UTC-DIFFERENCE
AL,Reform,CST,"UTC - 6"
AL,Rehobeth,CST,"UTC - 6"
AL,Remlap,CST,"UTC - 6"
AL,Repton,CST,"UTC - 6"
AL,Riderwood,CST,"UTC - 6"
AL,Ridgeville,CST,"UTC - 6"
AL,"River Falls",CST,"UTC - 6"
AL,Riverchase,CST,"UTC - 6"
AL,Riverside,CST,"UTC - 6"
AL,Riverview,CST,"UTC - 6"
AL,Roanoke,CST,"UTC - 6"
AL,Roba,CST,"UTC - 6"
AL,Robertsdale,CST,"UTC - 6"
AL,"Rock Mills",CST,"UTC - 6"
AL,Rockford,CST,"UTC - 6"
AL,Rockledge,CST,"UTC - 6"
AL,Rogersville,CST,"UTC - 6"
AL,Rome,CST,"UTC - 6"
AL,Romulus,CST,"UTC - 6"
AL,Rosa,CST,"UTC - 6"
AL,"Rose Hill",CST,"UTC - 6"
AL,Rosinton,CST,"UTC - 6"
AL,Ruffner,CST,"UTC - 6"
AL,Russellville,CST,"UTC - 6"
AL,Rutledge,CST,"UTC - 6"
AL,Ryland,CST,"UTC - 6"
AL,Safford,CST,"UTC - 6"
AL,Saginaw,CST,"UTC - 6"
AL,"Saint Elmo",CST,"UTC - 6"
AL,"Saint Stephens",CST,"UTC - 6"
AL,Salem,CST,"UTC - 6"
AL,Salitpa,CST,"UTC - 6"
AL,Samantha,CST,"UTC - 6"
AL,Samson,CST,"UTC - 6"
AL,"Sand Rock",CST,"UTC - 6"
AL,Saragossa,CST,"UTC - 6"
AL,Saraland,CST,"UTC - 6"
AL,Sardis,CST,"UTC - 6"
AL,"Sardis City",CST,"UTC - 6"
AL,Satsuma,CST,"UTC - 6"
AL,Sawyerville,CST,"UTC - 6"
AL,Sayre,CST,"UTC - 6"
AL,Scottsboro,CST,"UTC - 6"
AL,Scyrene,CST,"UTC - 6"
AL,Seaboard,CST,"UTC - 6"
AL,Seale,CST,"UTC - 6"
AL,Searles,CST,"UTC - 6"
AL,Section,CST,"UTC - 6"
AL,Selma,CST,"UTC - 6"
AL,Seminole,CST,"UTC - 6"
AL,Semmes,CST,"UTC - 6"
AL,Shakespeare,CST,"UTC - 6"
AL,Shannon,CST,"UTC - 6"
AL,Shawmut,CST,"UTC - 6"
AL,Sheffield,CST,"UTC - 6"
AL,Shelby,CST,"UTC - 6"
AL,Shinebone,CST,"UTC - 6"
AL,"Shoal Creek",CST,"UTC - 6"
AL,Shorter,CST,"UTC - 6"
AL,Shorterville,CST,"UTC - 6"
AL,Sikesville,CST,"UTC - 6"
AL,Silas,CST,"UTC - 6"
AL,Siluria,CST,"UTC - 6"
AL,"Silver Cross",CST,"UTC - 6"
AL,Silverhill,CST,"UTC - 6"
AL,Sipsey,CST,"UTC - 6"
AL,Skipperville,CST,"UTC - 6"
AL,Skyland,CST,"UTC - 6"
AL,Slocomb,CST,"UTC - 6"
AL,Smiths,CST,"UTC - 6"
AL,Snead,CST,"UTC - 6"
AL,"Snow Hill",CST,"UTC - 6"
AL,Somerville,CST,"UTC - 6"
AL,"South Highlands",CST,"UTC - 6"
AL,Southside,CST,"UTC - 6"
AL,"Spanish Fort",CST,"UTC - 6"
AL,"Spring Garden",CST,"UTC - 6"
AL,Springville,CST,"UTC - 6"
AL,Sprott,CST,"UTC - 6"
AL,"Spruce Pine",CST,"UTC - 6"
AL,Stansel,CST,"UTC - 6"
AL,Stanton,CST,"UTC - 6"
AL,Stapleton,CST,"UTC - 6"
AL,Steele,CST,"UTC - 6"
AL,Sterrett,CST,"UTC - 6"
AL,Stevenson,CST,"UTC - 6"
AL,Stewart,CST,"UTC - 6"
AL,Stockton,CST,"UTC - 6"
AL,"Straight Mountain",CST,"UTC - 6"
AL,Straughn,CST,"UTC - 6"
AL,Suggsville,CST,"UTC - 6"
AL,Sulligent,CST,"UTC - 6"
AL,Sumiton,CST,"UTC - 6"
AL,Summerdale,CST,"UTC - 6"
AL,Sumterville,CST,"UTC - 6"
AL,Sunflower,CST,"UTC - 6"
AL,"Sunny South",CST,"UTC - 6"
AL,"Sweet Water",CST,"UTC - 6"
AL,Sycamore,CST,"UTC - 6"
AL,Sylacauga,CST,"UTC - 6"
AL,"Sylvan Springs",CST,"UTC - 6"
AL,Sylvania,CST,"UTC - 6"
AL,Talladega,CST,"UTC - 6"
AL,Tallassee,CST,"UTC - 6"
AL,Tanner,CST,"UTC - 6"
AL,Tarrant,CST,"UTC - 6"
AL,Taylor,CST,"UTC - 6"
AL,Theodore,CST,"UTC - 6"
AL,Thomaston,CST,"UTC - 6"
AL,Thomasville,CST,"UTC - 6"
AL,Thorsby,CST,"UTC - 6"
AL,"Three Notch",CST,"UTC - 6"
AL,Tibbie,CST,"UTC - 6"
AL,Titus,CST,"UTC - 6"
AL,Toney,CST,"UTC - 6"
AL,"Town Creek",CST,"UTC - 6"
AL,Townley,CST,"UTC - 6"
AL,Toxey,CST,"UTC - 6"
AL,Trafford,CST,"UTC - 6"
AL,Trenton,CST,"UTC - 6"
AL,Triana,CST,"UTC - 6"
AL,Trinity,CST,"UTC - 6"
AL,Troy,CST,"UTC - 6"
AL,Trussville,CST,"UTC - 6"
AL,Turnerville,CST,"UTC - 6"
AL,Tuscaloosa,CST,"UTC - 6"
AL,Tuscumbia,CST,"UTC - 6"
AL,Tuskegee,CST,"UTC - 6"
AL,"Tuskegee Institute",CST,"UTC - 6"
AL,Tyler,CST,"UTC - 6"
AL,"Union Grove",CST,"UTC - 6"
AL,"Union Springs",CST,"UTC - 6"
AL,Uniontown,CST,"UTC - 6"
AL,Uriah,CST,"UTC - 6"
AL,"Valhermoso Springs",CST,"UTC - 6"
AL,Valley,EST,"UTC - 5"
AL,"Valley Head",CST,"UTC - 6"
AL,Vance,CST,"UTC - 6"
AL,Vandiver,CST,"UTC - 6"
AL,Verbena,CST,"UTC - 6"
AL,"Vernant Park",CST,"UTC - 6"
AL,Vernon,CST,"UTC - 6"
AL,Vestavia,CST,"UTC - 6"
AL,"Vestavia Hills",CST,"UTC - 6"
AL,Victoria,CST,"UTC - 6"
AL,Vina,CST,"UTC - 6"
AL,Vincent,CST,"UTC - 6"
AL,"Vinegar Bend",CST,"UTC - 6"
AL,Vinemont,CST,"UTC - 6"
AL,Vredenburgh,CST,"UTC - 6"
AL,Wadley,CST,"UTC - 6"
AL,Wagarville,CST,"UTC - 6"
AL,"Walker Springs",CST,"UTC - 6"
AL,Wallace,CST,"UTC - 6"
AL,"Walnut Grove",CST,"UTC - 6"
AL,Ward,CST,"UTC - 6"
AL,Warrior,CST,"UTC - 6"
AL,Waterford,CST,"UTC - 6"
AL,Waterloo,CST,"UTC - 6"
AL,Watson,CST,"UTC - 6"
AL,"Watts Mill",CST,"UTC - 6"
AL,Wattsville,CST,"UTC - 6"
AL,Waverly,CST,"UTC - 6"
AL,Weaver,CST,"UTC - 6"
AL,Webb,CST,"UTC - 6"
AL,Wedowee,CST,"UTC - 6"
AL,Wellington,CST,"UTC - 6"
AL,Wenonah,CST,"UTC - 6"
AL,Weogufka,CST,"UTC - 6"
AL,"West Blocton",CST,"UTC - 6"
AL,"West Greene",CST,"UTC - 6"
AL,Westover,CST,"UTC - 6"
AL,Wetumpka,CST,"UTC - 6"
AL,Whatley,CST,"UTC - 6"
AL,Whistler,CST,"UTC - 6"
AL,Whitehead,CST,"UTC - 6"
AL,"Whites Chapel",CST,"UTC - 6"
AL,Whitfield,CST,"UTC - 6"
AL,Wilmer,CST,"UTC - 6"
AL,Wilsonville,CST,"UTC - 6"
AL,Wilton,CST,"UTC - 6"
AL,Winfield,CST,"UTC - 6"
AL,Wing,CST,"UTC - 6"
AL,Woodland,CST,"UTC - 6"
AL,Woodstock,CST,"UTC - 6"
AL,Woodville,CST,"UTC - 6"
AL,Yantley,CST,"UTC - 6"
AL,Yarbo,CST,"UTC - 6"
AL,"Yellow Pine",CST,"UTC - 6"
AL,York,CST,"UTC - 6"
AK,Adak,AST,"UTC - 4"
AK,Akhiok,AKST,"UTC - 9"
AK,Akiachak,AKST,"UTC - 9"
AK,Akutan,AKST,"UTC - 9"
AK,Alakanuk,AKST,"UTC - 9"
AK,Aleknagik,AKST,"UTC - 9"
AK,Allakaket,AKST,"UTC - 9"
AK,Ambler,AKST,"UTC - 9"
AK,Amchitka,AST,"UTC - 4"
AK,"Anaktuvuk Pass",AKST,"UTC - 9"
AK,"Anchor Point",AKST,"UTC - 9"
AK,Anchorage,AKST,"UTC - 9"
AK,Anderson,AKST,"UTC - 9"
AK,Angoon,AKST,"UTC - 9"
AK,Aniak,AKST,"UTC - 9"
AK,Anvik,AKST,"UTC - 9"
AK,"Arctic Village",AKST,"UTC - 9"
AK,Atka,AKST,"UTC - 9"
AK,Atmautluak,AKST,"UTC - 9"
AK,Attu,AST,"UTC - 4"
AK,Atqasuk,AKST,"UTC - 9"
AK,Barrow,AKST,"UTC - 9"
AK,Beaver,AKST,"UTC - 9"
AK,Bethel,AKST,"UTC - 9"
AK,Bettles,AKST,"UTC - 9"
AK,"Bettles Field",AKST,"UTC - 9"
AK,"Big Delta",AKST,"UTC - 9"
AK,"Big Lake",AKST,"UTC - 9"
AK,"Brevig Mission",AKST,"UTC - 9"
AK,Buckland,AKST,"UTC - 9"
AK,Cantwell,AKST,"UTC - 9"
AK,Central,AKST,"UTC - 9"
AK,Chalkyitsik,AKST,"UTC - 9"
AK,"Chandalar Lake",AKST,"UTC - 9"
AK,Chefornak,AKST,"UTC - 9"
AK,Chevak,AKST,"UTC - 9"
AK,Chickaloon,AKST,"UTC - 9"
AK,Chicken,AKST,"UTC - 9"
AK,Chignik,AKST,"UTC - 9"
AK,"Chignik Lake",AKST,"UTC - 9"
AK,Chitina,AKST,"UTC - 9"
AK,Chuathbaluk,AKST,"UTC - 9"
AK,Circle,AKST,"UTC - 9"
AK,"Clarks Point",AKST,"UTC - 9"
AK,"Coffman Cove",AKST,"UTC - 9"
AK,"Cold Bay",AKST,"UTC - 9"
AK,Coldfoot,AKST,"UTC - 9"
AK,College,AKST,"UTC - 9"
AK,"Copper Center",AKST,"UTC - 9"
AK,Cordova,AKST,"UTC - 9"
AK,Craig,AKST,"UTC - 9"
AK,"Crooked Creek",AKST,"UTC - 9"
AK,Deadhorse,AKST,"UTC - 9"
AK,Deering,AKST,"UTC - 9"
AK,"Delta Junction",AKST,"UTC - 9"
AK,"Denali National Park",AKST,"UTC - 9"
AK,Dillingham,AKST,"UTC - 9"
AK,Diomede,AKST,"UTC - 9"
AK,"Dot Lake",AKST,"UTC - 9"
AK,"Dutch Harbor",AKST,"UTC - 9"
AK,Eagle,AKST,"UTC - 9"
AK,Eek,AKST,"UTC - 9"
AK,Egegik,AKST,"UTC - 9"
AK,"Eielson Afb",AKST,"UTC - 9"
AK,Ekwok,AKST,"UTC - 9"
AK,"Elfin Cove",AKST,"UTC - 9"
AK,Elim,AKST,"UTC - 9"
AK,"Elmendorf Afb",AKST,"UTC - 9"
AK,Emmonak,AKST,"UTC - 9"
AK,"English Bay",AKST,"UTC - 9"
AK,Ester,AKST,"UTC - 9"
AK,Eureka,AKST,"UTC - 9"
AK,Fairbanks,AKST,"UTC - 9"
AK,"False Pass",AKST,"UTC - 9"
AK,Flat,AKST,"UTC - 9"
AK,"Fort Greely",AKST,"UTC - 9"
AK,"Fort Richardson",AKST,"UTC - 9"
AK,"Fort Wainwright",AKST,"UTC - 9"
AK,"Fort Yukon",AKST,"UTC - 9"
AK,Gakona,AKST,"UTC - 9"
AK,Galena,AKST,"UTC - 9"
AK,Gambell,AKST,"UTC - 9"
AK,Glennallen,AKST,"UTC - 9"
AK,Golovin,AKST,"UTC - 9"
AK,"Goodnews Bay",AKST,"UTC - 9"
AK,Grayling,AKST,"UTC - 9"
AK,Gulkana,AKST,"UTC - 9"
AK,Gustavus,AKST,"UTC - 9"
AK,Haines,AKST,"UTC - 9"
AK,Healy,AKST,"UTC - 9"
AK,"Holy Cross",AKST,"UTC - 9"
AK,Homer,AKST,"UTC - 9"
AK,Hoonah,AKST,"UTC - 9"
AK,"Hooper Bay",AKST,"UTC - 9"
AK,Hope,AKST,"UTC - 9"
AK,Houston,AKST,"UTC - 9"
AK,Hughes,AKST,"UTC - 9"
AK,Huslia,AKST,"UTC - 9"
AK,Hydaburg,AKST,"UTC - 9"
AK,Hyder,PST,"UTC - 8"
AK,Igiugig,AKST,"UTC - 9"
AK,Iliamna,AKST,"UTC - 9"
AK,Juneau,AKST,"UTC - 9"
AK,Kake,AKST,"UTC - 9"
AK,Kaktovik,AKST,"UTC - 9"
AK,Kalifornsky,AKST,"UTC - 9"
AK,Kalskag,AKST,"UTC - 9"
AK,Kaltag,AKST,"UTC - 9"
AK,Karluk,AKST,"UTC - 9"
AK,Kasaan,AKST,"UTC - 9"
AK,Kasigluk,AKST,"UTC - 9"
AK,Kasilof,AKST,"UTC - 9"
AK,Kenai,AKST,"UTC - 9"
AK,Ketchikan,AKST,"UTC - 9"
AK,Kiana,AKST,"UTC - 9"
AK,"King Cove",AKST,"UTC - 9"
AK,"King Salmon",AKST,"UTC - 9"
AK,Kipnuk,AKST,"UTC - 9"
AK,Kiska,AST,"UTC - 4"
AK,Kivalina,AKST,"UTC - 9"
AK,Klawock,AKST,"UTC - 9"
AK,Knik-Fairview,AKST,"UTC - 9"
AK,Kobuk,AKST,"UTC - 9"
AK,Kodiak,AKST,"UTC - 9"
AK,Kokhanok,AKST,"UTC - 9"
AK,Koliganek,AKST,"UTC - 9"
AK,Kongiganak,AKST,"UTC - 9"
AK,Kotlik,AKST,"UTC - 9"
AK,Kotzebue,AKST,"UTC - 9"
AK,Koyuk,AKST,"UTC - 9"
AK,Koyukuk,AKST,"UTC - 9"
AK,Kwethluk,AKST,"UTC - 9"
AK,Kwigillingok,AKST,"UTC - 9"
AK,"Lake Minchumina",AKST,"UTC - 9"
AK,Lakes,AKST,"UTC - 9"
AK,"Larsen Bay",AKST,"UTC - 9"
AK,Levelock,AKST,"UTC - 9"
AK,"Lower Kalskag",AKST,"UTC - 9"
AK,"Manley Hot Springs",AKST,"UTC - 9"
AK,Manokotak,AKST,"UTC - 9"
AK,Marshall,AKST,"UTC - 9"
AK,McCarthy,AKST,"UTC - 9"
AK,McGrath,AKST,"UTC - 9"
AK,"Meadow Lakes",AKST,"UTC - 9"
AK,Mekoryuk,AKST,"UTC - 9"
AK,"Mentasta Lake",AKST,"UTC - 9"
AK,Metlakatla,AKST,"UTC - 9"
AK,Minto,AKST,"UTC - 9"
AK,"Moose Pass",AKST,"UTC - 9"
AK,"Mountain Village",AKST,"UTC - 9"
AK,Naknek,AKST,"UTC - 9"
AK,Napakiak,AKST,"UTC - 9"
AK,Napaskiak,AKST,"UTC - 9"
AK,"Nelson Lagoon",AKST,"UTC - 9"
AK,Nenana,AKST,"UTC - 9"
AK,"New Stuyahok",AKST,"UTC - 9"
AK,Newtok,AKST,"UTC - 9"
AK,Nightmute,AKST,"UTC - 9"
AK,Nikiski,AKST,"UTC - 9"
AK,Nikolai,AKST,"UTC - 9"
AK,Nikolski,AKST,"UTC - 9"
AK,Ninilchik,AKST,"UTC - 9"
AK,Noatak,AKST,"UTC - 9"
AK,Nome,AKST,"UTC - 9"
AK,Nondalton,AKST,"UTC - 9"
AK,Noorvik,AKST,"UTC - 9"
AK,"North Pole",AKST,"UTC - 9"
AK,Northway,AKST,"UTC - 9"
AK,Nuiqsut,AKST,"UTC - 9"
AK,Nulato,AKST,"UTC - 9"
AK,"Nunam Iqua",AKST,"UTC - 9"
AK,Nunapitchuk,AKST,"UTC - 9"
AK,"Old Harbor",AKST,"UTC - 9"
AK,Ouzinkie,AKST,"UTC - 9"
AK,Palmer,AKST,"UTC - 9"
AK,Paxson,AKST,"UTC - 9"
AK,"Pedro Bay",AKST,"UTC - 9"
AK,Pelican,AKST,"UTC - 9"
AK,Perryville,AKST,"UTC - 9"
AK,Petersburg,AKST,"UTC - 9"
AK,"Pilot Point",AKST,"UTC - 9"
AK,Platinum,AKST,"UTC - 9"
AK,"Point Baker",AKST,"UTC - 9"
AK,"Point Hope",AKST,"UTC - 9"
AK,"Point Lay",AKST,"UTC - 9"
AK,"Port Alexander",AKST,"UTC - 9"
AK,"Port Alsworth",AKST,"UTC - 9"
AK,"Port Graham",AKST,"UTC - 9"
AK,"Port Heiden",AKST,"UTC - 9"
AK,"Port Lions",AKST,"UTC - 9"
AK,"Prudhoe Bay",AKST,"UTC - 9"
AK,Quinhagak,AKST,"UTC - 9"
AK,Rampart,AKST,"UTC - 9"
AK,"Red Devil",AKST,"UTC - 9"
AK,Ruby,AKST,"UTC - 9"
AK,"Russian Mission",AKST,"UTC - 9"
AK,"Saint George",AKST,"UTC - 9"
AK,"Saint Marys",AKST,"UTC - 9"
AK,"Saint Michael",AKST,"UTC - 9"
AK,"Saint Paul",AKST,"UTC - 9"
AK,"Saint Paul Island",AKST,"UTC - 9"
AK,Salcha,AKST,"UTC - 9"
AK,"Sand Point",AKST,"UTC - 9"
AK,Savoonga,AKST,"UTC - 9"
AK,"Scammon Bay",AKST,"UTC - 9"
AK,Selawik,AKST,"UTC - 9"
AK,Seldovia,AKST,"UTC - 9"
AK,Seward,AKST,"UTC - 9"
AK,Shageluk,AKST,"UTC - 9"
AK,Shaktoolik,AKST,"UTC - 9"
AK,"Sheldon Point",AKST,"UTC - 9"
AK,Shishmaref,AKST,"UTC - 9"
AK,Shungnak,AKST,"UTC - 9"
AK,Sitka,AKST,"UTC - 9"
AK,Skagway,AKST,"UTC - 9"
AK,Skwentna,AKST,"UTC - 9"
AK,Slana,AKST,"UTC - 9"
AK,Sleetmute,AKST,"UTC - 9"
AK,"Snowshoe Lake",AKST,"UTC - 9"
AK,Soldotna,AKST,"UTC - 9"
AK,"South Naknek",AKST,"UTC - 9"
AK,Stebbins,AKST,"UTC - 9"
AK,"Stevens Village",AKST,"UTC - 9"
AK,"Stony River",AKST,"UTC - 9"
AK,Sutton,AKST,"UTC - 9"
AK,Takotna,AKST,"UTC - 9"
AK,Talkeetna,AKST,"UTC - 9"
AK,Tanacross,AKST,"UTC - 9"
AK,Tanaina,AKST,"UTC - 9"
AK,Tatitlek,AKST,"UTC - 9"
AK,Teller,AKST,"UTC - 9"
AK,"Tenakee Springs",AKST,"UTC - 9"
AK,Tetlin,AKST,"UTC - 9"
AK,"Thorne Bay",AKST,"UTC - 9"
AK,Togiak,AKST,"UTC - 9"
AK,Tok,AKST,"UTC - 9"
AK,"Toksook Bay",AKST,"UTC - 9"
AK,"Trapper Creek",AKST,"UTC - 9"
AK,Tuluksak,AKST,"UTC - 9"
AK,Tuntutuliak,AKST,"UTC - 9"
AK,Tununak,AKST,"UTC - 9"
AK,"Twin Hills",AKST,"UTC - 9"
AK,Tyonek,AKST,"UTC - 9"
AK,Umiat,AKST,"UTC - 9"
AK,Unalakleet,AKST,"UTC - 9"
AK,Unalaska,AKST,"UTC - 9"
AK,Valdez,AKST,"UTC - 9"
AK,Venetie,AKST,"UTC - 9"
AK,Wainwright,AKST,"UTC - 9"
AK,Wales,AKST,"UTC - 9"
AK,"Ward Cove",AKST,"UTC - 9"
AK,Wasilla,AKST,"UTC - 9"
AK,"White Mountain",AKST,"UTC - 9"
AK,Whittier,AKST,"UTC - 9"
AK,Willow,AKST,"UTC - 9"
AK,Wrangell,AKST,"UTC - 9"
AK,Yakutat,AKST,"UTC - 9"
AZ,"Agua Linda",MST,"UTC - 7"
AZ,Aguila,MST,"UTC - 7"
AZ,Ajo,MST,"UTC - 7"
AZ,Allentown,MST,"UTC - 7"
AZ,Alpine,MST,"UTC - 7"
AZ,Amado,MST,"UTC - 7"
AZ,Anthem,MST,"UTC - 7"
AZ,"Apache Junction",MST,"UTC - 7"
AZ,Arivaca,MST,"UTC - 7"
AZ,"Arizona City",MST,"UTC - 7"
AZ,Arlington,MST,"UTC - 7"
AZ,"Ash Fork",MST,"UTC - 7"
AZ,Avondale,MST,"UTC - 7"
AZ,"Baby Rock",MST,"UTC - 7"
AZ,Bacobi,MST,"UTC - 7"
AZ,Bagdad,MST,"UTC - 7"
AZ,Bapchule,MST,"UTC - 7"
AZ,"Bay Acres",MST,"UTC - 7"
AZ,"Beaver Dam",MST,"UTC - 7"
AZ,Bellemont,MST,"UTC - 7"
AZ,"Bensch Ranch",MST,"UTC - 7"
AZ,Benson,MST,"UTC - 7"
AZ,Bisbee,MST,"UTC - 7"
AZ,"Black Canyon City",MST,"UTC - 7"
AZ,Blue,MST,"UTC - 7"
AZ,"Blue Gap",MST,"UTC - 7"
AZ,Bonita,MST,"UTC - 7"
AZ,Bouse,MST,"UTC - 7"
AZ,Bowie,MST,"UTC - 7"
AZ,Buckeye,MST,"UTC - 7"
AZ,"Bullhead City",MST,"UTC - 7"
AZ,Bylas,MST,"UTC - 7"
AZ,Cameron,MST,"UTC - 7"
AZ,"Camp Verde",MST,"UTC - 7"
AZ,"Cane Beds",MST,"UTC - 7"
AZ,Canelo,MST,"UTC - 7"
AZ,Carefree,MST,"UTC - 7"
AZ,Carmen,MST,"UTC - 7"
AZ,Carrizo,MST,"UTC - 7"
AZ,"Casa Grande",MST,"UTC - 7"
AZ,Cascabel,MST,"UTC - 7"
AZ,Cashion,MST,"UTC - 7"
AZ,Catalina,MST,"UTC - 7"
AZ,"Cave Creek",MST,"UTC - 7"
AZ,"Cedar Ridge",MST,"UTC - 7"
AZ,Central,MST,"UTC - 7"
AZ,Chambers,MST,"UTC - 7"
AZ,Chandler,MST,"UTC - 7"
AZ,"Chandler Heights",MST,"UTC - 7"
AZ,Chilchinbito,MST,"UTC - 7"
AZ,Chinle,MST,"UTC - 7"
AZ,"Chino Valley",MST,"UTC - 7"
AZ,Chloride,MST,"UTC - 7"
AZ,Cibecue,MST,"UTC - 7"
AZ,Cibola,MST,"UTC - 7"
AZ,"Circle City",MST,"UTC - 7"
AZ,Clarkdale,MST,"UTC - 7"
AZ,"Clay Springs",MST,"UTC - 7"
AZ,Claypool,MST,"UTC - 7"
AZ,Clifton,MST,"UTC - 7"
AZ,"Coal Mine Mesa",MST,"UTC - 7"
AZ,Cochise,MST,"UTC - 7"
AZ,"Colorado City",MST,"UTC - 7"
AZ,Concho,MST,"UTC - 7"
AZ,Congress,MST,"UTC - 7"
AZ,Continental,MST,"UTC - 7"
AZ,Coolidge,MST,"UTC - 7"
AZ,"Copper Queen",MST,"UTC - 7"
AZ,"Cordes Lakes",MST,"UTC - 7"
AZ,Cornfields,MST,"UTC - 7"
AZ,Cornville,MST,"UTC - 7"
AZ,Corona,MST,"UTC - 7"
AZ,"Corona De Tucson",MST,"UTC - 7"
AZ,Coronado,MST,"UTC - 7"
AZ,Cortaro,MST,"UTC - 7"
AZ,Cottonwood,MST,"UTC - 7"
AZ,Cowlic,MST,"UTC - 7"
AZ,"Cross Canyon",MST,"UTC - 7"
AZ,"Crown King",MST,"UTC - 7"
AZ,Dateland,MST,"UTC - 7"
AZ,"Davis Monthan Air Force Base",MST,"UTC - 7"
AZ,Dennebito,MST,"UTC - 7"
AZ,Dennehotso,MST,"UTC - 7"
AZ,"Desert Hills",MST,"UTC - 7"
AZ,Dewey,MST,"UTC - 7"
AZ,Dilkon,MST,"UTC - 7"
AZ,"Dolan Springs",MST,"UTC - 7"
AZ,"Dos Cabezas",MST,"UTC - 7"
AZ,"Double Adobe",MST,"UTC - 7"
AZ,Douglas,MST,"UTC - 7"
AZ,Dragoon,MST,"UTC - 7"
AZ,Dudleyville,MST,"UTC - 7"
AZ,Duncan,MST,"UTC - 7"
AZ,Eagar,MST,"UTC - 7"
AZ,Eden,MST,"UTC - 7"
AZ,Ehrenberg,MST,"UTC - 7"
AZ,"El Mirage",MST,"UTC - 7"
AZ,"Eleven Mile Corner",MST,"UTC - 7"
AZ,Elfrida,MST,"UTC - 7"
AZ,Elgin,MST,"UTC - 7"
AZ,Eloy,MST,"UTC - 7"
AZ,Fairbank,MST,"UTC - 7"
AZ,"First Mesa",MST,"UTC - 7"
AZ,Flagstaff,MST,"UTC - 7"
AZ,Florence,MST,"UTC - 7"
AZ,"Forest Lakes",MST,"UTC - 7"
AZ,"Fort Apache",MST,"UTC - 7"
AZ,"Fort Defiance",MST,"UTC - 7"
AZ,"Fort Grant",MST,"UTC - 7"
AZ,"Fort Huachuca",MST,"UTC - 7"
AZ,"Fort Lowell",MST,"UTC - 7"
AZ,"Fort McDowell",MST,"UTC - 7"
AZ,"Fort Mohave",MST,"UTC - 7"
AZ,"Fort Thomas",MST,"UTC - 7"
AZ,"Fountain Hills",MST,"UTC - 7"
AZ,Fredonia,MST,"UTC - 7"
AZ,"Fresnal Canyon",MST,"UTC - 7"
AZ,Fry,MST,"UTC - 7"
AZ,Gadsden,MST,"UTC - 7"
AZ,Ganado,MST,"UTC - 7"
AZ,"Gila Bend",MST,"UTC - 7"
AZ,Gilbert,MST,"UTC - 7"
AZ,Gisela,MST,"UTC - 7"
AZ,Gleeson,MST,"UTC - 7"
AZ,Glendale,MST,"UTC - 7"
AZ,Globe,MST,"UTC - 7"
AZ,"Gold Canyon",MST,"UTC - 7"
AZ,"Golden Shores",MST,"UTC - 7"
AZ,"Golden Valley",MST,"UTC - 7"
AZ,Goodyear,MST,"UTC - 7"
AZ,"Grand Canyon",MST,"UTC - 7"
AZ,"Grand Canyon National Park",MST,"UTC - 7"
AZ,"Grasshopper Junction",MST,"UTC - 7"
AZ,"Gray Mountain",MST,"UTC - 7"
AZ,Greasewood,MST,"UTC - 7"
AZ,"Greasewood Springs",MST,"UTC - 7"
AZ,Greaterville,MST,"UTC - 7"
AZ,"Green Valley",MST,"UTC - 7"
AZ,Greer,MST,"UTC - 7"
AZ,"Groom Creek",MST,"UTC - 7"
AZ,"Gu Achi",MST,"UTC - 7"
AZ,Guadalupe,MST,"UTC - 7"
AZ,Hackberry,MST,"UTC - 7"
AZ,Hano,MST,"UTC - 7"
AZ,"Happy Jack",MST,"UTC - 7"
AZ,"Hard Rock",MST,"UTC - 7"
AZ,Harshaw,MST,"UTC - 7"
AZ,"Havasu City",MST,"UTC - 7"
AZ,Hayden,MST,"UTC - 7"
AZ,Heber,MST,"UTC - 7"
AZ,Hereford,MST,"UTC - 7"
AZ,Higley,MST,"UTC - 7"
AZ,Hilltop,MST,"UTC - 7"
AZ,Holbrook,MST,"UTC - 7"
AZ,Hotevilla,MST,"UTC - 7"
AZ,Houck,MST,"UTC - 7"
AZ,"Huachuca City",MST,"UTC - 7"
AZ,"Huachuca Terrace",MST,"UTC - 7"
AZ,Hualapai,MST,"UTC - 7"
AZ,Humboldt,MST,"UTC - 7"
AZ,"Hunters Point",MST,"UTC - 7"
AZ,"Iron Springs",MST,"UTC - 7"
AZ,"Jacob Lake",MST,"UTC - 7"
AZ,"Jakes Corner",MST,"UTC - 7"
AZ,Jeddito,MST,"UTC - 7"
AZ,Jerome,MST,"UTC - 7"
AZ,"Joseph City",MST,"UTC - 7"
AZ,Kaibab,MST,"UTC - 7"
AZ,Kaibeto,MST,"UTC - 7"
AZ,"Kansas Settlement",MST,"UTC - 7"
AZ,Kayenta,MST,"UTC - 7"
AZ,"Keams Canyon",MST,"UTC - 7"
AZ,Kearny,MST,"UTC - 7"
AZ,Kingman,MST,"UTC - 7"
AZ,Kino,MST,"UTC - 7"
AZ,"Kinsley Ranch",MST,"UTC - 7"
AZ,Kirkland,MST,"UTC - 7"
AZ,Klagetoh,MST,"UTC - 7"
AZ,Klondyke,MST,"UTC - 7"
AZ,"Kykotsmovi Village",MST,"UTC - 7"
AZ,"Lake Havasu",MST,"UTC - 7"
AZ,"Lake Havasu City",MST,"UTC - 7"
AZ,"Lake Mary",MST,"UTC - 7"
AZ,"Lake Mead Rancheros",MST,"UTC - 7"
AZ,"Lake Montezuma",MST,"UTC - 7"
