STATE,CITY,STANDARD_TZ,DAYLIGHT_TZ,UTC_STANDARD,UTC_DAYLIGHT,START_DAYLIGHT,END_DAYLIGHT
MA,Orange,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Orleans,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Osterville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Otis,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Otter River",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Oxford,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Padanaram Village",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Palmer,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Paxton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Peabody,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Pelham,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Pembroke,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Pepperell,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Peru,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Petersham,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Phillipston,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Pigeon Cove",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Pinehurst,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Pingryville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Pittsfield,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Plainfield,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Plainville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Plum Island",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Plymouth,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Plympton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Pocasset,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Point Of Pines",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Porter Square",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Prides Crossing",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Princeton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Provincetown,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Quincy,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Randolph,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Raynham,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Reading,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Readville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Revere,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Revere Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Richardson Corners",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Richmond,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Risingdale,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Riverside,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Rochdale,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Rochester,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Rockdale,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Rockland,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Rockport,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Rocky Nook",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Roslindale,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Rowe,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Rowley,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Roxbury,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Royalston,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Russell,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Rutland,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Sagamore,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Sagamore Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Salem,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Salisbury,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Salisbury Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Sandersdale,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Sandisfield,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Sandwich,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Saugus,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Saundersville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Savoy,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Saxonville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Scituate,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Scituate Harbor",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Seekonk,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Sharon,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Shattuckville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Sheffield,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Shelburne,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Shelburne Falls",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Sheldonville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Sherborn,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Sherwood Forest",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Shirley,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Shrewsbury,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Shutesbury,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Siasconset,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Silver Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Silver Hill",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Silver Lake",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Somerset,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Somerville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Amherst",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Ashburnham",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Ashfield",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Attleboro",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Barre",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Boston",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Carver",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Chatham",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Chelmsford",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Chesterfield",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Dartmouth",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Deerfield",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Dennis",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Easton",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Egremont",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Grafton",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Hadley",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Hadley Falls",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Hamilton",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Harwich",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Lancaster",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Lawrence",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Lee",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Lynnfield",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Mashpee",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Natick",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Orleans",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Quincy",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Royalston",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Sandisfield",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Walpole",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Waltham",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Wellfleet",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Worthington",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"South Yarmouth",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Southampton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Southborough,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Southbridge,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Southfield,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Southwick,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Spencer,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Spindleville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Springfield,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Squantum,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Sterling,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Sterling Junction",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Stewartville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Still River",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Stockbridge,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Stoneham,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Stoneville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Stony Brook",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Stoughton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Stow,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Sturbridge,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Sudbury,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Sunderland,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Sutton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Swampscott,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Swansea,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Taunton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Teaticket,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Templeton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Tewksbury,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Thorndike,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Three Rivers",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Tisbury,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Tolland,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Topsfield,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Tower Square",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Townsend,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Truro,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Turners Falls",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Tyngsborough,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Tyringham,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Uphams Corner",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Upton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Uxbridge,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Van Deusenville",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Vineyard Haven",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Waban,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Wakefield,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Wales,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Walpole,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Waltham,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Waquoit,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Ward Hill",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Ware,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Wareham,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Warren,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Warwick,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Washington,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Watertown,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Waverley,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Wayland,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Webster,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Webster Square",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Wellesley,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Wellesley Hills",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Wellfleet,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Wendell,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Wendell Depot",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Wenham,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Acton",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Barnstable",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Becket",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Boxford",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Boylston",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Bridgewater",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Brookfield",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Chatham",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Chesterfield",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Chop",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Concord",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Cummington",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Deerfield",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Dennis",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Falmouth",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Granville",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Groton",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Hanover",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Harwich",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Hatfield",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Hawley",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Hyannisport",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Lynn",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Medford",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Millbury",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Newbury",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Newton",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Otis",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Peabody",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Quincy",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Roxbury",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Side",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Somerville",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Springfield",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Stockbridge",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Tisbury",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Townsend",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Upton",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Wareham",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Warren",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Whately",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"West Yarmouth",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Westborough,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Westfield,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Westford,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Westhampton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Westminster,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Weston,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Westport,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Westwood,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Weymouth,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Weymouth NAS",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Whately,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Wheelwright,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"White Horse Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Whitinsville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Whitman,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Wilbraham,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Wilkinsonville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Williamsburg,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Williamstown,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Willimansett,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Wilmington,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Winchendon,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Winchendon Springs",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Winchester,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Windsor,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Winter Hill",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Winthrop,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Woburn,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Wollaston,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Woods Hole",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Woodshole,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Woodville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Worcester,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Woronoco,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Worthington,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Wrentham,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Yarmouth,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,"Yarmouth Port",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MA,Zoar,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Acme,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Ada,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Addison,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,"Addison Township",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Adrian,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Afton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Ahmeek,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Akron,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Alanson,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Alba,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Albion,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Alden,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Alger,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Algonac,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Allegan,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Allen,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,"Allen Park",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Allendale,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Allenton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Allouez,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Alma,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Almont,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
MI,Alpena,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
